,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,class-0-bw,class-1-bw,class-2-bw,class-3-bw
151,100.0,58.0,100.0,77.0,22.0,6.0,17.0,17.0,29529.0,1.488742,22.914076,13.987408,41.784809,7311.987888999992,96912.13131899996,70321.28337300014,33969.99835700011
152,100.0,59.0,76.0,85.0,40.0,11.0,11.0,35.0,29447.0,1.490421,22.403994,31.066612,21.541279,7316.417749,98362.88924900019,45133.137698999926,58831.062294999894
153,83.0,87.0,96.0,68.0,26.0,27.0,2.0,16.0,27671.0,1.4893239999999999,14.185908,43.587795,45.476219,7311.987917999984,139526.152611,31784.362803999902,30775.03681699998
154,95.0,76.0,98.0,82.0,22.0,22.0,8.0,22.0,27149.0,1.489735,16.436451,36.121059,36.080101,7315.640490999974,123495.64075300006,39155.48801400005,39764.67609299993
155,55.0,90.0,95.0,65.0,11.0,20.0,18.0,0.0,26617.0,1.490259,13.44492,26.736185,62.61657,7315.5355839999875,143657.6557070001,51072.99803300009,6873.087950999972
156,41.0,74.0,100.0,37.0,2.0,37.0,9.0,14.0,27116.0,1.503571,17.052639,24.714838,48.613815,7313.418436999992,120570.7025690003,53567.50490600018,28065.791142000053
157,66.0,97.0,79.0,59.0,22.0,35.0,17.0,19.0,30749.0,1.488537,14.867558,44.339104,40.597832,7307.138491999985,135272.6650389997,32094.5644280001,35269.77537200009
158,73.0,82.0,77.0,99.0,9.0,27.0,14.0,27.0,26529.0,1.49078,15.873175,48.762642,29.804234,7311.177302999988,127752.26116200018,27813.086491999948,47186.15055100014
159,75.0,66.0,50.0,100.0,16.0,20.0,3.0,24.0,26846.0,1.489912,19.392818,26.771126,33.421486,7312.6125519999805,108712.85913299985,50748.99673399987,43005.21852000006
160,100.0,77.0,99.0,69.0,29.0,15.0,26.0,13.0,30701.0,1.4890700000000001,16.400677,26.39044,50.203217,7312.879611999978,124493.14115400029,51369.843496000016,26427.092547000055
161,100.0,63.0,96.0,70.0,26.0,3.0,25.0,18.0,28495.0,1.489338,20.664454,18.302032,41.426437,7313.699766999978,104242.73014199997,62970.151884000086,34671.5355
162,93.0,12.0,83.0,52.0,31.0,2.0,36.0,15.0,25744.0,1.496096,56.661987,2.7550559999999997,14.730141,7335.853625999983,31984.391205000007,92740.5166570003,69674.47755399995
163,74.0,68.0,86.0,98.0,3.0,8.0,37.0,42.0,27949.0,1.520395,33.33728,19.703842,15.617115,7307.028826999961,72465.61051400013,60981.27366200004,67988.89639500003
164,79.0,75.0,29.0,47.0,36.0,32.0,19.0,2.0,26473.0,1.489755,16.741663,27.837538,46.083401,7316.989939999991,122036.57627799979,49844.527269000006,30461.20645299995
165,50.0,69.0,88.0,77.0,19.0,24.0,11.0,24.0,26044.0,1.490179,18.395124,30.035137,33.477837,7316.021938999964,113160.71513399987,46458.68781600002,42887.85456800016
166,73.0,93.0,99.0,75.0,15.0,15.0,16.0,1.0,26158.0,1.490093,12.685362,30.935368,63.74432,7317.199733000003,147600.54111000051,45527.462956000076,8237.738649999994
167,100.0,100.0,83.0,85.0,13.0,32.0,16.0,4.0,30595.0,1.489561,10.970939,43.078014,65.3871,7316.617997999991,154933.7864190004,33211.20262399987,12655.401241999936
168,97.0,81.0,98.0,98.0,23.0,21.0,24.0,27.0,26311.0,1.489739,18.580601,33.986629,29.81995,7313.575734999983,113102.87472200007,42550.849922999994,47213.06801799997
169,68.0,93.0,85.0,89.0,14.0,22.0,12.0,18.0,29040.0,1.4891969999999999,13.425496,52.998184,42.365692,7315.249469999986,143510.0984640002,24936.53299399992,33772.36843100005
170,98.0,98.0,53.0,26.0,51.0,13.0,5.0,5.0,28575.0,1.490686,11.225327,43.031918,68.119484,7320.442223999979,153907.33241999967,32614.19773299997,14217.267036999963
171,96.0,50.0,79.0,94.0,31.0,9.0,7.0,41.0,27974.0,1.489333,27.336023,27.366932,16.25186,7312.5887429999675,84943.73795299995,49816.85639,66950.54057099993
172,85.0,92.0,66.0,40.0,9.0,20.0,15.0,7.0,29350.0,1.490447,12.942419,37.363678,62.711437,7314.4102349999885,146098.28470299975,38260.927215000025,17218.704216000035
173,97.0,76.0,80.0,69.0,38.0,23.0,31.0,4.0,30498.0,1.489094,16.752058,17.60111,61.599213,7310.843492999979,123434.7629630003,64353.98577699994,13603.80171999992
174,88.0,85.0,97.0,64.0,9.0,17.0,17.0,11.0,29259.0,1.49005,14.723657,33.480125,53.54763,7318.716094999968,136548.304556,42321.36248900017,23240.55671900006
175,43.0,90.0,97.0,44.0,26.0,2.0,58.0,4.0,30318.0,1.489279,22.065363,6.485367,56.356091,7309.5035879999905,103302.32621799983,83830.81911599978,12735.919990999982
176,56.0,55.0,100.0,79.0,12.0,16.0,42.0,17.0,29795.0,1.490406,24.597183,11.913958,40.703976,7311.549225999986,92182.71729600019,73932.74784400011,34697.32761099991
177,95.0,100.0,37.0,48.0,12.0,26.0,5.0,5.0,25752.0,1.491457,10.793821,46.505314,69.26403,7322.6643119999735,156378.90816800008,29755.56372100002,14247.918174000002
178,25.0,95.0,54.0,80.0,2.0,42.0,3.0,38.0,30151.0,1.520611,15.834906,59.151806,18.908034999999998,7317.2521679999945,128313.57002700013,11028.404273000007,62781.03351000004
179,90.0,93.0,25.0,86.0,39.0,20.0,9.0,6.0,26465.0,1.490535,12.710226,37.654869,65.489616,7322.5260069999795,147628.63159799966,37827.7254390001,15915.226943999993
180,95.0,86.0,40.0,29.0,50.0,17.0,15.0,10.0,29577.0,1.488921,14.382832,33.498447,56.746246,7313.227673999971,138030.96772300024,42297.11531300008,21728.858972999948
181,97.0,90.0,70.0,81.0,21.0,43.0,4.0,28.0,27957.0,1.490043,13.973211,66.423019,28.838205,7319.145230999984,140396.64747299982,13106.527366999995,48674.5595789999
182,99.0,64.0,38.0,72.0,30.0,25.0,5.0,8.0,27566.0,1.48885,20.207541,18.805792,42.084282,7310.938858999995,105787.56334299994,62126.579310000045,34042.36315799985
183,76.0,61.0,95.0,92.0,3.0,0.0,39.0,49.0,28722.0,1.5230519999999999,39.715164,17.92235,10.8611,7315.759706999991,60565.66717299982,63636.260012999875,75831.60400099993
184,57.0,74.0,33.0,39.0,41.0,38.0,8.0,0.0,25568.0,1.488875,17.104946,23.553156,50.934029,7315.588025999984,120575.609201,55511.708279000064,26091.81878000002
185,72.0,67.0,22.0,54.0,32.0,27.0,11.0,25.0,30611.0,1.490388,19.077629,36.82399,25.657225,7321.004890999999,110249.12832699995,39431.3096579999,52869.96365200007
186,94.0,91.0,92.0,79.0,20.0,18.0,32.0,17.0,27447.0,1.488875,17.896605,24.513536,43.495689,7313.180003999992,116234.55999400004,54166.76520600003,32268.137913000002
187,42.0,90.0,41.0,91.0,20.0,18.0,6.0,35.0,26545.0,1.489659,15.881591,59.191292,21.644281,7312.421861999993,128111.2289330004,15539.994216999969,58683.62427799995
188,93.0,70.0,83.0,80.0,19.0,10.0,15.0,18.0,25800.0,1.489129,18.105968,24.666786,42.077553,7311.148653999997,114605.28851100006,53609.943382000136,34091.01484999997
189,99.0,56.0,47.0,39.0,31.0,16.0,23.0,2.0,29399.0,1.491376,23.968042,12.088977,41.708832,7324.523960999982,93998.83748600009,73246.99401999987,33602.409368000015
190,57.0,50.0,65.0,84.0,0.0,11.0,7.0,31.0,28827.0,1.50764,27.288034,18.37438,24.963457,7315.45929399997,84941.28702399996,63011.994373000205,53975.47244600001
191,97.0,88.0,30.0,86.0,25.0,30.0,7.0,14.0,30466.0,1.489592,13.969932,41.83548,49.740646,7311.654134999961,140875.98319900018,33340.21568899999,27765.932107999968
192,59.0,74.0,87.0,91.0,3.0,20.0,18.0,19.0,26182.0,1.499362,17.000126,29.933889,40.611229,7316.603690999979,120444.00692799981,46566.505438999964,35380.23470899998
193,60.0,85.0,98.0,55.0,9.0,17.0,11.0,22.0,30442.0,1.490029,14.731114999999999,49.390892,36.103134,7315.402092999965,135739.79856799997,26814.284325000033,39752.77899199986
194,88.0,71.0,21.0,51.0,35.0,27.0,8.0,8.0,26739.0,1.4892889999999999,17.767691,38.086098,29.193083,7310.237900999969,116135.35401999996,38079.705230000014,48349.566476000065
195,100.0,81.0,63.0,44.0,37.0,28.0,14.0,11.0,26433.0,1.489368,15.405459,28.920757,54.279079,7313.013109999973,130888.0662990002,47974.48159300016,23331.38945400003
196,77.0,87.0,92.0,71.0,4.0,20.0,20.0,16.0,30033.0,1.495564,14.694865,39.435528,45.335155,7312.383695999996,135066.1754819997,36798.553444000005,30751.123385999956
197,76.0,36.0,45.0,93.0,21.0,8.0,9.0,12.0,29391.0,1.490206,37.414806,13.408636,17.633429,7321.987165999999,63899.42169100001,71145.97796600012,65325.24583999993
198,99.0,40.0,14.0,64.0,46.0,1.0,0.0,1.0,30627.0,1.488723,31.35017,39.86517,5.127708,7302.918459,77058.73489799985,34160.91915599987,87622.42319900003
199,98.0,30.0,64.0,29.0,43.0,10.0,23.0,15.0,29835.0,1.490291,40.435696,4.485416,26.955334,7315.2447129999855,59324.879619999985,87731.22308000004,51028.76183999999
200,99.0,40.0,96.0,68.0,27.0,3.0,24.0,14.0,26367.0,1.4916019999999999,34.182766,4.377025,33.018383,7319.974942999977,70153.22685500012,88221.96961100018,38978.66727899995
201,100.0,99.0,58.0,100.0,18.0,18.0,0.0,16.0,25883.0,1.491089,11.149887,66.739685,46.120609,7326.254879999997,154947.90553099965,14861.493117999968,30785.16961100003
202,52.0,67.0,56.0,95.0,11.0,34.0,29.0,17.0,30251.0,1.491239,19.139807,20.739386,43.510185,7318.077114999987,110017.7621510001,59214.067433999946,32853.40782700001
203,85.0,98.0,100.0,92.0,10.0,12.0,39.0,31.0,27760.0,1.491912,27.491091,17.822874,25.550835,7310.204529999993,85664.49163299995,63561.61114399996,53041.65836800011
204,78.0,100.0,81.0,68.0,8.0,19.0,14.0,11.0,27631.0,1.4904039999999998,12.136357,49.352699,54.716766,7315.425903999956,150349.3118159996,27998.92903700002,23209.319137999995
205,94.0,9.0,92.0,95.0,21.0,1.0,28.0,17.0,25816.0,1.499,57.225376,2.736669,12.141627,7342.062021999987,25707.526185999937,93181.95347799982,74489.72222500018
206,80.0,61.0,83.0,77.0,26.0,35.0,17.0,6.0,29089.0,1.490848,21.654816,9.416478,51.796127,7316.665679999989,101441.95555699982,78720.27876200018,19596.719734000013
207,51.0,38.0,65.0,30.0,5.0,11.0,42.0,9.0,29183.0,1.497141,34.980152,4.26879,33.413181,7317.314180999963,69190.01582200002,88219.77613300006,40355.99710099995
208,82.0,79.0,73.0,95.0,0.0,14.0,18.0,29.0,27752.0,1.514758,17.403233,42.610924,27.664169,7315.778733999962,119043.68402900049,33587.09334999995,50112.97229400011
209,89.0,78.0,99.0,54.0,31.0,1.0,45.0,6.0,26912.0,1.488835,18.651289,13.439206,58.205929,7312.712708999956,114021.05330799999,70984.94053100022,16285.543448999988
210,77.0,83.0,82.0,53.0,7.0,38.0,18.0,19.0,27607.0,1.494321,15.237225,40.52507,40.568508,7311.935427999989,131935.40098300052,35309.395798999954,35270.781524999904
211,56.0,100.0,81.0,76.0,0.0,42.0,23.0,21.0,26715.0,1.542366,16.618628,35.273285,37.47636,7306.380314999979,123505.78784800024,41051.35916999999,38262.710586999936
212,73.0,26.0,46.0,96.0,8.0,10.0,0.0,40.0,28974.0,1.492887,46.728016,12.524054,11.045887,7324.805326999991,49582.40032100016,72812.581072,76331.78232200001
213,72.0,90.0,80.0,68.0,15.0,22.0,21.0,8.0,29633.0,1.489985,13.630884,35.323284,59.016594,7317.853019999991,142384.76276699957,40878.87283300011,18712.10099200001
214,31.0,76.0,92.0,46.0,1.0,19.0,30.0,16.0,28054.0,1.510325,17.279484,26.24864,45.309834,7311.458617999968,119956.63642600004,51787.910448000024,30901.203168999982
215,79.0,99.0,93.0,60.0,16.0,17.0,18.0,6.0,29032.0,1.489506,11.813365,42.146454,61.618645,7312.188190999993,151416.72609399995,34291.3103370001,15668.68781599998
216,90.0,98.0,96.0,96.0,10.0,18.0,13.0,16.0,26134.0,1.489734,13.077282,51.340069,45.501087,7317.109141999971,145107.3789509998,26261.959091000015,30775.79495500005
217,32.0,81.0,86.0,58.0,5.0,37.0,5.0,23.0,28607.0,1.4959600000000002,15.388704,44.80724,34.775749,7316.045788999995,130851.64547700017,30244.250262000034,41250.691401000004
218,73.0,88.0,50.0,95.0,23.0,29.0,9.0,28.0,27524.0,1.4899369999999998,14.887631,56.926525,28.853456,7316.303284999983,133824.3150259999,20070.757841000053,48685.14060700006
219,92.0,43.0,51.0,92.0,30.0,14.0,2.0,31.0,28242.0,1.4898500000000001,31.938601,13.37902,24.119961,7313.370735999992,74356.22217099999,71498.91853899995,55067.62027299993
220,56.0,25.0,90.0,97.0,14.0,6.0,21.0,26.0,30669.0,1.493244,48.159737,3.872093,20.40049,7330.970804999996,47737.12159500009,89669.80454400004,58947.52025999995
221,91.0,90.0,40.0,82.0,31.0,18.0,6.0,27.0,26223.0,1.489731,14.177337,61.254456,29.994341,7315.492647999977,139363.32702400014,15783.61513100003,47181.696873999914
222,25.0,70.0,88.0,74.0,4.0,11.0,15.0,35.0,30385.0,1.498391,18.680367,44.69479,21.547565,7315.549907999991,112687.2157969997,30969.061880000005,58693.39468900011
223,93.0,50.0,61.0,90.0,16.0,5.0,11.0,19.0,27850.0,1.490232,27.325975,10.439109,36.745758,7314.57713500001,84972.0096989999,76802.24895600018,38632.00666399994
224,68.0,82.0,83.0,73.0,16.0,20.0,3.0,16.0,25460.0,1.48933,15.314692,36.281509,45.488461,7315.950414000001,132345.77656500007,39191.808684000076,30774.989137999954
225,99.0,61.0,97.0,76.0,29.0,12.0,30.0,8.0,27026.0,1.490047,21.590593,10.395424,51.454361,7317.647944999982,101389.56543899993,76803.79391699997,21936.011335000054
226,100.0,91.0,97.0,52.0,7.0,22.0,19.0,7.0,30450.0,1.490405,13.336203,35.659378,59.585987,7311.797157000003,144440.70336300004,40145.497317000016,17199.08236299998
227,26.0,49.0,79.0,47.0,11.0,38.0,18.0,16.0,27124.0,1.491427,28.022152,8.381224,38.636505,7317.64320899999,83528.84770400004,80605.44013400003,35622.849466
228,61.0,100.0,99.0,97.0,15.0,31.0,32.0,15.0,27540.0,1.489224,17.350204,24.5338,46.644272,7312.927275999989,119231.89164800025,54147.996929999696,29236.888927999837
229,83.0,98.0,84.0,76.0,31.0,37.0,20.0,1.0,26118.0,1.490845,11.481136,36.162788,70.857544,7320.7569489999805,152885.6659040001,39924.26392700001,8175.239608999994
230,52.0,94.0,96.0,90.0,7.0,21.0,22.0,21.0,29977.0,1.49242,16.375843,36.700653,37.387085,7312.150001999992,125012.19273499982,39577.33154799993,38243.48927099981
231,89.0,96.0,80.0,85.0,4.0,17.0,13.0,16.0,28697.0,1.4939019999999998,13.15527,51.482876,45.731846,7315.611872999977,145097.6896340001,26242.618556999958,30771.059992000046
232,66.0,77.0,16.0,96.0,17.0,24.0,2.0,35.0,26497.0,1.49123,16.288912,56.543797,21.644138,7319.235841999995,124786.75842700001,18505.225211000004,58659.749056000044
233,89.0,81.0,100.0,97.0,23.0,20.0,29.0,24.0,28908.0,1.488728,19.327753,27.774418,33.374321,7312.455210999989,110179.63409100022,49856.58642799994,42755.603751999886
234,73.0,80.0,85.0,86.0,11.0,5.0,24.0,23.0,27090.0,1.489366,17.409214,33.960068,34.662434,7307.734535999992,119020.75290100029,42552.347170999965,41251.27317499997
235,40.0,98.0,94.0,66.0,2.0,31.0,31.0,20.0,28689.0,1.519278,18.553102,25.58177,38.872555,7311.716131999987,113239.9606930003,52703.78588499998,36773.74362200005
236,78.0,96.0,95.0,94.0,14.0,19.0,12.0,14.0,28998.0,1.488964,12.440434,52.237797,48.912155,7313.332594999993,148536.20535100027,25418.133702000086,27724.938379000003
237,30.0,52.0,89.0,98.0,7.0,9.0,23.0,29.0,26667.0,1.4922119999999999,26.112009,18.404242,27.069305,7312.221587999984,87925.0430580001,63032.55078900005,51060.67180200006
238,83.0,21.0,76.0,94.0,10.0,8.0,21.0,37.0,29859.0,1.4942419999999998,52.337284,5.445533,14.994205000000001,7333.459903999988,41782.47450599992,86115.17905300017,69038.0620760001
239,50.0,21.0,74.0,93.0,5.0,10.0,39.0,10.0,25695.0,1.499657,52.320492,3.094568,18.673695,7326.593445999997,42072.467797999874,91542.26780800015,61805.16241599998
240,93.0,82.0,88.0,22.0,19.0,17.0,12.0,3.0,29886.0,1.489226,15.309621,21.839924,62.377567,7312.378929000015,132382.00665699973,57729.78304200006,11646.389980999993
241,96.0,83.0,71.0,75.0,24.0,13.0,4.0,15.0,26084.0,1.489558,15.121628,36.1385,47.338959,7316.1554469999855,133812.44660100012,39181.971527999995,29281.105956999974
242,89.0,30.0,98.0,98.0,25.0,3.0,23.0,17.0,27615.0,1.49276,42.915722,3.378717,25.075045,7324.929271999986,55327.196113999984,90979.51414200001,49696.51700600011
243,78.0,100.0,51.0,60.0,22.0,38.0,9.0,1.0,30539.0,1.491871,10.731996,39.906147,81.062729,7322.802583999958,156398.84474799992,35775.38488699996,8188.872351999966
244,80.0,97.0,100.0,25.0,0.0,22.0,26.0,0.0,25611.0,1.5054210000000001,12.423038,31.250978,53.122303,7316.107779999992,148836.61267099952,46030.950562999904,6691.436810999967
245,99.0,37.0,96.0,91.0,46.0,12.0,23.0,5.0,29942.0,1.494827,36.352356,2.969026,30.024834,7340.96531500001,66134.71032999971,92093.55352900007,37169.28958200016
246,98.0,32.0,95.0,100.0,44.0,10.0,8.0,34.0,27483.0,1.490683,41.041378,8.849275,19.680405,7323.8230129999765,57809.45300599999,79805.73180200001,61619.77293500019
247,52.0,45.0,51.0,97.0,17.0,1.0,0.0,31.0,28046.0,1.489099,30.498701,14.723308,24.425877,7311.253572999989,77370.34321699997,69189.92997500014,54676.33245700014
248,70.0,98.0,98.0,87.0,32.0,27.0,7.0,23.0,28771.0,1.489303,13.422024,61.724087,34.878246,7311.797175999989,143691.76383899988,17201.733609,41260.614395
249,90.0,64.0,58.0,54.0,35.0,11.0,7.0,9.0,30506.0,1.490341,20.35988,12.768834,52.670033,7314.8584759999885,105837.50723799982,72520.20830200012,22298.207269999995
250,100.0,74.0,90.0,81.0,17.0,12.0,12.0,12.0,27439.0,1.489631,17.03643,22.745489,51.825935,7315.8789439999755,120554.43287000012,56361.29377100016,25166.554453999983
251,58.0,28.0,75.0,92.0,22.0,2.0,33.0,3.0,27254.0,1.492785,44.898121,3.026106,23.893476,7324.3951899999765,52418.25101500005,91749.97810300016,51403.24592000006
252,52.0,92.0,93.0,96.0,5.0,11.0,39.0,43.0,30143.0,1.515979,35.505486,17.904398,14.883506,7314.648662999974,68213.88723800016,63605.39436500006,69212.36992099979
253,85.0,95.0,86.0,73.0,36.0,1.0,39.0,16.0,27010.0,1.489287,19.966539,17.817232,45.068245,7316.122090999991,107920.89938599999,63511.714952,30762.090716999966
254,100.0,95.0,25.0,83.0,37.0,25.0,6.0,26.0,28431.0,1.490288,13.848798,60.23666,31.280985,7320.752168999996,140949.13483300034,15584.650034000062,45754.652035999934
255,52.0,40.0,100.0,100.0,21.0,5.0,9.0,44.0,27238.0,1.490054,34.17157,20.293055,13.846916,7313.575777999976,69794.73594299995,59905.67681599983,71010.53714499979
256,64.0,60.0,99.0,66.0,19.0,15.0,29.0,9.0,27695.0,1.490431,22.005116,10.435586,50.294537,7314.705919999983,99908.23266199983,76780.61007799975,23480.382001000024
257,91.0,89.0,45.0,84.0,36.0,6.0,15.0,39.0,27107.0,1.489997,19.668934,47.051941,17.965462,7315.24472199999,109101.05227800019,29085.993752000053,64129.51471500003
258,91.0,34.0,48.0,34.0,46.0,13.0,20.0,16.0,28266.0,1.490278,37.499004,10.740288,21.016422,7317.991332999981,64314.34631399999,75871.52954899996,60139.71807699996
259,100.0,80.0,68.0,89.0,22.0,16.0,11.0,9.0,30109.0,1.489293,15.621162,25.704664,57.246796,7318.124804999989,129445.89136899986,52230.38673199998,20448.412877
260,72.0,61.0,70.0,66.0,11.0,2.0,18.0,19.0,29431.0,1.489282,21.460991,17.57555,39.749794,7310.395275999968,101343.25982300006,64240.760817,36258.56875999997
261,84.0,53.0,37.0,100.0,36.0,22.0,0.0,25.0,29521.0,1.489625,25.523846,20.001562,26.396412,7313.876206999989,89476.19916699996,60606.87065499998,52185.42099799975
262,51.0,93.0,100.0,85.0,15.0,28.0,35.0,19.0,28038.0,1.4898289999999998,19.623642,21.508099,40.372707,7315.3305249999885,109033.89454300032,58276.13353800012,35264.64933299999
263,50.0,95.0,84.0,98.0,11.0,25.0,32.0,3.0,28030.0,1.488958,14.487896,24.631897,60.569374,7314.753544999994,136834.4926689996,54163.8231340001,11216.24470099998
264,100.0,100.0,100.0,66.0,17.0,10.0,13.0,8.0,27808.0,1.490917,11.314063,49.123875,58.144356,7322.578485999995,154370.30792800026,27902.107248999935,18678.450618000003
265,43.0,70.0,87.0,85.0,10.0,10.0,21.0,16.0,27663.0,1.489335,18.192987,22.696259,45.210365,7311.42524999998,114599.66660300018,56379.332579000176,31233.005515999972
266,99.0,86.0,88.0,93.0,23.0,20.0,19.0,17.0,29113.0,,,,,0.0,0.0,0.0,0.0
267,84.0,98.0,75.0,79.0,19.0,13.0,17.0,3.0,27532.0,1.490751,11.436756,39.426617,69.247726,7324.514410999978,153179.4977320002,36554.903996000074,11198.453910000002
268,85.0,95.0,81.0,59.0,19.0,24.0,17.0,10.0,27182.0,1.489182,12.746618,43.780315,56.214104,7312.679340999977,147233.19053700028,32900.37633199995,21700.911509000034
269,18.0,67.0,77.0,23.0,9.0,11.0,63.0,7.0,28152.0,1.493129,25.528172,4.684731,54.346996,7304.654157999981,92417.91726500016,87096.36210599978,19501.07573699994
270,31.0,59.0,100.0,96.0,7.0,0.0,31.0,25.0,26231.0,1.491666,22.542482,20.570757,31.911493,7313.871388999989,97965.83650599999,59433.751086000026,44875.15447999995
271,73.0,90.0,97.0,69.0,20.0,31.0,27.0,10.0,29569.0,1.489154,15.056123,30.230162,54.582859,7313.3612379999795,133852.98728799965,46978.111271000096,21702.580419999973
272,68.0,94.0,85.0,93.0,15.0,23.0,8.0,24.0,29471.0,1.4897019999999999,13.917293,59.637192,33.523468,7313.017886999992,140978.29820199977,18618.245134000008,42742.452631000044
273,100.0,97.0,83.0,32.0,22.0,39.0,19.0,0.0,30653.0,1.490797,11.725516,34.138973,77.656982,7323.908825999992,152393.24092200006,41836.42387499995,6700.8209819999665
274,23.0,98.0,74.0,75.0,4.0,13.0,34.0,45.0,26854.0,1.521795,33.223976,22.514957,13.42059,7309.947051999977,72778.23448900005,57018.16557499978,71518.99810199997
275,45.0,83.0,66.0,82.0,11.0,32.0,4.0,26.0,26585.0,1.491033,15.098436,53.095383,31.040075,7318.4633779999685,133646.83153999996,22874.398213999986,45719.26116199997
276,99.0,83.0,32.0,100.0,29.0,23.0,9.0,1.0,29875.0,1.4891459999999999,14.977409,25.055529,65.251289,7313.141890999981,133809.98612299998,53678.202638999945,14538.617132000027
277,90.0,81.0,86.0,97.0,25.0,25.0,26.0,17.0,30076.0,1.489777,16.355543,31.353458,43.693985,7315.979041999996,124909.92074500013,45541.36753999985,32284.455271999992
278,77.0,92.0,57.0,99.0,8.0,28.0,12.0,31.0,29697.0,1.493114,16.345104,51.907948,25.560442,7318.301226999982,125030.48898500009,24576.034537000072,52998.76688399993
279,69.0,79.0,53.0,30.0,1.0,40.0,31.0,3.0,28599.0,1.5163259999999998,15.995343,19.040403,64.046768,7309.498825000002,127845.52571100053,61878.37127900003,11897.497202999986
280,88.0,99.0,88.0,89.0,22.0,24.0,7.0,34.0,29269.0,1.4903849999999998,15.825887,58.68647,22.554073,7322.001509999974,128106.90402400002,17029.18531599997,57262.73538000013
281,37.0,74.0,96.0,95.0,11.0,0.0,56.0,17.0,28160.0,1.4905059999999999,27.966896,7.278946,43.3993,7315.831242999965,85536.537146,82287.69782399971,32415.64746599995
282,91.0,100.0,75.0,54.0,10.0,33.0,22.0,11.0,30017.0,1.489968,14.146914,36.807579,53.970432,7312.612597999991,139598.10258799975,39627.46143000011,23199.682209000104
283,58.0,93.0,59.0,53.0,9.0,19.0,10.0,10.0,27222.0,1.49068,12.731418,43.434742,57.609241,7314.181367999984,147510.10416400034,32244.057677999957,21742.2103629999
284,99.0,43.0,61.0,51.0,63.0,6.0,5.0,24.0,30175.0,1.489902,31.931805,9.403156,29.86191,7316.207891,74360.160823,78762.82691700001,46896.31937000004
285,62.0,95.0,45.0,98.0,21.0,37.0,2.0,30.0,27639.0,1.489941,13.871439,65.895569,26.774774999999998,7319.7460709999805,140979.12311900014,9597.787860000004,51580.59596499998
286,97.0,40.0,82.0,84.0,20.0,8.0,26.0,16.0,26814.0,1.4915479999999999,34.197193,4.8596,32.559422,7324.29507499999,70047.61693500004,87117.12359900004,40627.41278100019
287,98.0,30.0,78.0,94.0,45.0,1.0,21.0,22.0,30242.0,1.4920849999999999,42.96209,4.015543,24.207272,7325.158134999976,55182.52849499997,89197.15878499976,52417.46427100006
288,43.0,53.0,87.0,91.0,16.0,12.0,1.0,35.0,25594.0,1.489929,25.542091,24.666889,21.444437,7311.592131999977,89460.27755699976,53741.9748500001,59086.408591999934
289,63.0,30.0,67.0,79.0,7.0,11.0,29.0,22.0,25899.0,1.495402,42.987942,4.189772,23.988935,7326.507592999996,55092.50165599993,88692.50772700012,53212.56158600008
290,84.0,57.0,73.0,67.0,35.0,22.0,20.0,17.0,28290.0,1.4902769999999999,23.381592,13.383499,41.36713,7313.885700999973,95426.73110599998,71413.19749800004,34248.90039699996
291,100.0,47.0,100.0,20.0,36.0,4.0,34.0,1.0,26903.0,1.494245,28.694874,3.504008,39.298,7321.929998999996,83187.36553700028,90700.27829900014,22658.24791099999
292,95.0,89.0,93.0,85.0,9.0,34.0,5.0,33.0,26577.0,1.491852,15.28208,61.666119,23.554457,7314.977673000003,132417.22107600005,14060.84541499999,55858.578674999924
293,66.0,98.0,97.0,36.0,16.0,29.0,32.0,5.0,29407.0,1.489391,14.985342,24.638704,58.55798,7315.058749999986,133993.5016810003,54169.697826999865,14176.397374999999
294,37.0,96.0,30.0,99.0,7.0,10.0,7.0,34.0,27890.0,1.49225,15.857571,57.801651,22.544977,7319.521941999973,128056.77416299976,17039.422990999978,57287.28296699991
295,84.0,47.0,78.0,95.0,27.0,14.0,28.0,28.0,28306.0,1.489525,29.19915,14.008735,27.428154,7313.365982999989,80395.24080599978,70348.65857800003,50465.68869300014
296,81.0,79.0,83.0,68.0,28.0,28.0,6.0,9.0,30233.0,1.488345,15.810027,24.709648,56.929783,7308.502245999982,128001.1510680001,53621.563928,20490.83712599996
297,86.0,89.0,28.0,60.0,27.0,28.0,3.0,8.0,27246.0,1.489723,13.745194,34.937084,61.340389,7311.787644999982,142297.31079600033,40729.92800499994,18808.364887000003
298,36.0,70.0,60.0,96.0,0.0,11.0,8.0,30.0,28681.0,1.508232,18.05139,38.749905,26.595627,7315.073036999981,114575.31450399988,36220.140476,51617.07398999996
299,12.0,98.0,65.0,98.0,1.0,37.0,4.0,53.0,29625.0,1.7088079999999999,20.114822,56.358894,8.802282,7291.126301999981,108563.40410999989,12496.700316999964,79496.4742629999
300,69.0,61.0,82.0,93.0,23.0,14.0,7.0,30.0,26691.0,1.489989,21.421604,27.77467,26.431723,7315.669082999992,101331.74418800003,49376.211169999995,51768.164635999936
301,75.0,49.0,97.0,14.0,24.0,14.0,38.0,1.0,26707.0,1.493544,27.239559,3.759829,42.899624,7325.90677599999,87132.19165099999,89937.62970899988,20010.88621200002
302,98.0,97.0,74.0,85.0,7.0,29.0,20.0,25.0,27321.0,1.494193,16.877703,39.589622,32.168659,7309.508360999979,122008.30939899974,36575.3269400001,44229.8936610002
