,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,n-class-0-latency,n-class-1-bw,n-class-2-bw
228,15.0,31.0,32.0,15.0,61.0,100.0,99.0,97.0,0.214877009771532,0.545604965404412,0.24214343110294115
229,31.0,37.0,20.0,1.0,83.0,98.0,84.0,76.0,0.21464337338891704,0.7129589424816171,0.1703809289705883
230,7.0,21.0,22.0,21.0,52.0,94.0,96.0,90.0,0.21441685316465872,0.573803309172794,0.16898880981617653
231,4.0,17.0,13.0,16.0,89.0,96.0,80.0,85.0,0.21420414458244252,0.6724461034742651,0.1031504833823529
232,17.0,24.0,2.0,35.0,66.0,77.0,16.0,96.0,0.21458795759205487,0.5728983706066182,0.06590231387867646
233,23.0,20.0,29.0,24.0,89.0,81.0,100.0,97.0,0.21494860041592553,0.5019526271875001,0.2204043900735293
234,11.0,5.0,24.0,23.0,73.0,80.0,85.0,86.0,0.2148565228426055,0.544934150238971,0.18373052860294117
235,2.0,31.0,31.0,20.0,40.0,98.0,94.0,66.0,0.21062636331204693,0.5166179993566178,0.2348072388419117
236,14.0,19.0,12.0,14.0,78.0,96.0,95.0,94.0,0.2149145311773824,0.6899991457720587,0.09908895281250006
237,7.0,9.0,23.0,29.0,30.0,52.0,89.0,98.0,0.21444674081162732,0.39338004924632336,0.28835701588235285
238,10.0,8.0,21.0,37.0,83.0,21.0,76.0,94.0,0.21415540454625157,0.16938149924632334,0.41586441139705904
239,5.0,10.0,39.0,10.0,50.0,21.0,74.0,93.0,0.21338212671297505,0.17088800669117662,0.44911635268382344
240,19.0,17.0,12.0,3.0,93.0,82.0,88.0,22.0,0.2148767211961113,0.6097484160294122,0.26081686511029406
241,24.0,13.0,4.0,15.0,96.0,83.0,71.0,75.0,0.21482882841755743,0.6168439985845591,0.16729568731617647
242,25.0,3.0,23.0,17.0,89.0,30.0,98.0,98.0,0.21436801629196922,0.2349446801470591,0.4461032503125
243,22.0,38.0,9.0,1.0,78.0,100.0,51.0,60.0,0.21449575734094972,0.7320039414522057,0.14949502318014704
244,0.0,22.0,26.0,0.0,80.0,97.0,100.0,25.0,0.21256512297888763,0.6913480511397072,0.20080410391544118
245,46.0,12.0,23.0,5.0,99.0,37.0,96.0,91.0,0.2140715949069692,0.28736635185661746,0.45212331937500017
246,44.0,10.0,8.0,34.0,98.0,32.0,95.0,100.0,0.21466669976111621,0.2471722223345588,0.3796060295955879
247,17.0,1.0,0.0,31.0,52.0,45.0,51.0,97.0,0.2148950472735527,0.34217448784926485,0.3213693990257355
248,32.0,27.0,7.0,23.0,70.0,98.0,98.0,87.0,0.2148656116317499,0.6653747135845584,0.058802611783088245
249,35.0,11.0,7.0,9.0,90.0,64.0,58.0,54.0,0.21471596097805806,0.4808025324448532,0.33956292792279413
250,17.0,12.0,12.0,12.0,100.0,74.0,90.0,81.0,0.21481830063955437,0.5527329793749997,0.2536439720220587
251,22.0,2.0,33.0,3.0,58.0,28.0,75.0,92.0,0.2143644262234682,0.22089779371323512,0.45040626755514696
252,5.0,11.0,39.0,43.0,52.0,92.0,93.0,96.0,0.21108471819200664,0.29693333525735266,0.29111232829044137
253,36.0,1.0,39.0,16.0,85.0,95.0,86.0,73.0,0.21486792001810262,0.49039195556985354,0.2910649076286766
254,37.0,25.0,6.0,26.0,100.0,95.0,25.0,83.0,0.21472359704969776,0.6516765146507353,0.0510078142647059
255,21.0,5.0,9.0,44.0,52.0,40.0,100.0,100.0,0.21475731752003618,0.30528727696691166,0.27206014181985283
256,19.0,15.0,29.0,9.0,64.0,60.0,99.0,66.0,0.2147029953080686,0.45154760851102943,0.3632065127573533
257,36.0,6.0,15.0,39.0,91.0,89.0,45.0,84.0,0.21476553308496593,0.49678499205882365,0.11729992490808815
258,46.0,13.0,20.0,16.0,91.0,34.0,48.0,34.0,0.21472503787883873,0.27811886645220607,0.35777223450367635
259,22.0,16.0,11.0,9.0,100.0,80.0,68.0,89.0,0.2148670543674079,0.5957949686948532,0.23269644560661773
260,11.0,2.0,18.0,19.0,72.0,61.0,70.0,66.0,0.21486864139900974,0.4590267642463237,0.2950182733823528
261,36.0,22.0,0.0,25.0,84.0,53.0,37.0,100.0,0.21481916589745742,0.4008711262316174,0.2752384719301472
262,15.0,28.0,35.0,19.0,51.0,93.0,100.0,85.0,0.21478975103854203,0.4959056483088236,0.26334182312499993
263,11.0,25.0,32.0,3.0,50.0,95.0,84.0,98.0,0.2149153972106668,0.6310676827022056,0.24210372395220578
264,17.0,10.0,13.0,8.0,100.0,100.0,100.0,66.0,0.21463300773953212,0.7207749524632358,0.11118571551470582
265,10.0,10.0,21.0,16.0,43.0,70.0,87.0,85.0,0.21486099500783906,0.5239377126838234,0.25382848354779414
266,23.0,20.0,19.0,17.0,99.0,86.0,88.0,93.0,,0.0,0.0
267,19.0,13.0,17.0,3.0,84.0,98.0,75.0,79.0,0.2146569078269946,0.714617704705882,0.1537495674816176
268,19.0,24.0,17.0,10.0,85.0,95.0,81.0,59.0,0.21488307003442159,0.6834046804963242,0.13601885115808832
269,9.0,11.0,63.0,7.0,18.0,67.0,77.0,23.0,0.21431503908905394,0.41311839055147104,0.4242540281433821
270,7.0,0.0,31.0,25.0,31.0,59.0,100.0,96.0,0.21452523554200473,0.4424643867279417,0.26967227465073523
271,20.0,31.0,27.0,10.0,73.0,90.0,97.0,69.0,0.21488711039959602,0.6165869973897055,0.2058827702389706
272,15.0,23.0,8.0,24.0,68.0,94.0,85.0,93.0,0.2148080622835977,0.6518074697058827,0.06580273897058822
273,22.0,39.0,19.0,0.0,100.0,97.0,83.0,32.0,0.2146502843780877,0.7102690197426469,0.17987480931985284
274,4.0,13.0,34.0,45.0,23.0,98.0,74.0,75.0,0.21027799407936024,0.31956688437499975,0.25649438862132345
275,11.0,32.0,4.0,26.0,45.0,83.0,66.0,82.0,0.21461630963231532,0.6160710666727942,0.08708089586397053
276,29.0,23.0,9.0,1.0,99.0,83.0,32.0,100.0,0.21488826481755316,0.6166558933823523,0.2393744448529413
277,25.0,25.0,26.0,17.0,90.0,81.0,86.0,97.0,0.21479724817875429,0.5735834734191179,0.1988178666176473
278,8.0,28.0,12.0,31.0,77.0,92.0,57.0,99.0,0.21431719212330738,0.5740712672794117,0.09514452775735299
279,1.0,40.0,31.0,3.0,69.0,79.0,53.0,30.0,0.21103641301408801,0.587450143161764,0.28222098077205887
280,22.0,24.0,7.0,34.0,88.0,99.0,88.0,89.0,0.21470962201042015,0.5888902089889704,0.05813416295955876
281,11.0,0.0,56.0,17.0,37.0,74.0,96.0,95.0,0.21469219177916762,0.37989590093749986,0.3952014973713235
282,10.0,33.0,22.0,11.0,91.0,100.0,75.0,54.0,0.21476971317504806,0.6447528217095589,0.16914176597426472
283,9.0,19.0,10.0,10.0,58.0,93.0,59.0,53.0,0.21466713177878552,0.6851457496691171,0.13276233391544112
284,63.0,6.0,5.0,24.0,99.0,43.0,61.0,51.0,0.2147792270901039,0.3274674801286764,0.3743062124264703
285,21.0,37.0,2.0,30.0,62.0,95.0,45.0,98.0,0.21477360512933064,0.6516946589705876,0.022488043639705888
286,20.0,8.0,26.0,16.0,97.0,40.0,82.0,84.0,0.2145422071565917,0.3066057668750002,0.4228376288970588
287,45.0,1.0,21.0,22.0,98.0,30.0,78.0,94.0,0.21446499361631544,0.23432540523897052,0.4354181535294116
288,16.0,12.0,1.0,35.0,43.0,53.0,87.0,91.0,0.21477533493206724,0.40077470678308813,0.2402062802389706
289,7.0,11.0,29.0,22.0,63.0,30.0,67.0,79.0,0.21398928181184726,0.2338908174448528,0.43234921553308836
290,35.0,22.0,20.0,17.0,84.0,57.0,73.0,67.0,0.21472518196281634,0.4298607215625003,0.33351752696691145
291,36.0,4.0,34.0,1.0,100.0,47.0,100.0,20.0,0.21415497458582763,0.3693283480147059,0.44441994492647036
292,9.0,34.0,5.0,33.0,95.0,89.0,93.0,85.0,0.21449848912626723,0.6096523476286767,0.04370405387867647
293,16.0,29.0,32.0,5.0,66.0,98.0,97.0,36.0,0.21485291639334467,0.6171238774816172,0.24216823724264722
294,7.0,10.0,7.0,34.0,37.0,96.0,30.0,99.0,0.21444127994638967,0.5886929877757353,0.05818833312499997
295,27.0,14.0,28.0,28.0,84.0,47.0,78.0,95.0,0.21483358788875648,0.35679612108455866,0.32774876156249994
296,28.0,28.0,6.0,9.0,81.0,79.0,83.0,68.0,0.21500391374311736,0.5885491477022061,0.23964494483455895
297,27.0,28.0,3.0,8.0,86.0,89.0,28.0,60.0,0.21480503422448335,0.6587502709742645,0.17491079422794104
298,0.0,11.0,8.0,30.0,36.0,70.0,60.0,96.0,0.21216895013499248,0.5238531267095594,0.1527717008455884
299,1.0,37.0,4.0,53.0,12.0,98.0,65.0,98.0,0.1872650408940033,0.4945968879411767,0.0362142921139706
300,23.0,14.0,7.0,30.0,69.0,61.0,82.0,93.0,0.2147666861970122,0.4591095974264706,0.21838826299632363
301,24.0,14.0,38.0,1.0,75.0,49.0,97.0,14.0,0.21425548895780774,0.38829963003676454,0.4401227131985298
302,7.0,29.0,20.0,25.0,98.0,97.0,74.0,85.0,0.21416242747757483,0.5593149101286762,0.1542346441727941
303,8.0,9.0,34.0,46.0,97.0,49.0,100.0,92.0,0.21366622531237,0.310701570386029,0.2585980820404413
304,23.0,22.0,14.0,19.0,80.0,74.0,79.0,60.0,0.21489360416195188,0.5527174648161771,0.20388750479779402
305,20.0,0.0,19.0,24.0,100.0,46.0,86.0,84.0,0.21476740689832913,0.3494107547977941,0.357487008786765
306,55.0,2.0,6.0,7.0,97.0,62.0,61.0,44.0,0.21472936048228214,0.46620631926470585,0.36314734652573505
307,20.0,15.0,35.0,27.0,75.0,94.0,99.0,98.0,0.2148207522217165,0.4381238538051469,0.26332359121323523
308,24.0,27.0,8.0,15.0,65.0,76.0,43.0,80.0,0.21482940531192557,0.5673845023529407,0.2181791207169117
309,41.0,44.0,1.0,9.0,83.0,93.0,6.0,17.0,0.2147687041728888,0.6957404752941175,0.06141119143382352
310,7.0,17.0,19.0,21.0,46.0,60.0,70.0,68.0,0.2145442209161843,0.4516520919852943,0.2882578794117646
311,15.0,13.0,14.0,33.0,99.0,44.0,78.0,71.0,0.21474751731737401,0.33472504693014676,0.31511336584558824
312,21.0,21.0,5.0,13.0,98.0,94.0,38.0,92.0,0.21474967904989373,0.6920062445220583,0.1030257519669118
313,13.0,9.0,25.0,18.0,61.0,93.0,87.0,70.0,0.21488667749605986,0.5737316082352937,0.19120205854779415
314,10.0,5.0,12.0,59.0,51.0,46.0,39.0,88.0,0.2143685907140886,0.347957277922794,0.1542402540624999
315,14.0,23.0,18.0,13.0,95.0,98.0,89.0,74.0,0.2149089021311576,0.6587615784926474,0.13967699863970584
316,14.0,13.0,6.0,18.0,97.0,80.0,78.0,86.0,0.21483993417841515,0.5957165184007353,0.16729358360294116
317,20.0,13.0,3.0,19.0,99.0,84.0,39.0,99.0,0.2147842726901126,0.6238024025000004,0.1305440770220588
318,19.0,29.0,14.0,5.0,74.0,92.0,62.0,18.0,0.21482940531192557,0.6781896249080882,0.1762447112132353
319,10.0,26.0,19.0,24.0,87.0,60.0,91.0,71.0,0.2147208595276007,0.4516941657720587,0.26767262637867645
320,22.0,28.0,17.0,8.0,92.0,99.0,66.0,72.0,0.2148990880891509,0.6992019276286761,0.13404181761029416
321,7.0,15.0,20.0,19.0,95.0,53.0,92.0,75.0,0.21445363914422275,0.4008336979595585,0.3460358171139707
322,16.0,16.0,15.0,6.0,89.0,70.0,68.0,56.0,0.21484945431595628,0.5238769684375,0.32119321477941176
323,13.0,21.0,2.0,43.0,81.0,43.0,13.0,95.0,0.21480705292107385,0.35586225623161766,0.1300054436397059
324,17.0,13.0,26.0,28.0,94.0,80.0,98.0,92.0,0.21470832544951202,0.494608458327206,0.19849240781250002
325,12.0,39.0,26.0,13.0,37.0,91.0,45.0,69.0,0.2148060435680358,0.6025458084375003,0.19852431400735301
326,9.0,2.0,25.0,27.0,47.0,95.0,82.0,94.0,0.21468398182431742,0.5088647497610295,0.1911707660661765
327,9.0,18.0,9.0,21.0,68.0,75.0,39.0,79.0,0.21476942488774942,0.5599968576102944,0.18196325088235293
328,18.0,7.0,19.0,11.0,90.0,55.0,90.0,79.0,0.21471999506144013,0.41542947277573516,0.3795351175000003
329,9.0,16.0,31.0,29.0,68.0,76.0,98.0,91.0,0.21435480543282254,0.4515572506433824,0.2348282757169119
330,40.0,25.0,22.0,11.0,86.0,60.0,44.0,57.0,0.21491972748178556,0.4516024799080888,0.3223316634742649
331,18.0,11.0,16.0,4.0,92.0,96.0,69.0,33.0,0.21471639319402713,0.7035852354595594,0.15766243720588233
332,14.0,13.0,32.0,34.0,75.0,62.0,60.0,73.0,0.21475313791245185,0.4082244986764706,0.24223239966911758
333,5.0,8.0,18.0,16.0,50.0,72.0,90.0,77.0,0.21436629304408175,0.5382922642095589,0.23989449533088247
334,4.0,57.0,18.0,2.0,41.0,99.0,72.0,66.0,0.21283062739143477,0.7196888326286771,0.15586421757352933
335,17.0,16.0,36.0,13.0,92.0,66.0,95.0,46.0,0.21475890293098923,0.4931098398161766,0.30385045455882354
336,44.0,1.0,43.0,0.0,99.0,7.0,97.0,100.0,0.2131630870811179,0.07993955801470579,0.4575577727941176
337,30.0,34.0,15.0,10.0,97.0,100.0,52.0,55.0,0.21483387634833434,0.6988932981249995,0.11905659647058826
338,17.0,34.0,14.0,23.0,63.0,91.0,42.0,91.0,0.21482363650766587,0.6166011095955883,0.10987984786764703
339,4.0,15.0,21.0,12.0,54.0,40.0,83.0,85.0,0.21353875761816202,0.3074674044485293,0.4352234742095589
340,1.0,26.0,23.0,25.0,94.0,98.0,96.0,88.0,0.2109204039125735,0.5376863129411766,0.17639389808823533
341,15.0,14.0,16.0,6.0,68.0,97.0,78.0,53.0,0.21487527833063397,0.7059536435477939,0.14065705674632364
342,22.0,21.0,12.0,28.0,52.0,99.0,94.0,53.0,0.21474852612046724,0.595344602886029,0.09512322773897057
343,16.0,19.0,41.0,2.0,55.0,79.0,74.0,13.0,0.2148413765692652,0.5709511390992648,0.3065815744852941
344,17.0,10.0,17.0,14.0,87.0,92.0,86.0,82.0,0.2148262324312422,0.6576666936580882,0.1334771514889705
345,12.0,11.0,19.0,14.0,81.0,64.0,100.0,86.0,0.21490514959748938,0.48061907284926486,0.30831606944852946
346,33.0,8.0,2.0,27.0,97.0,97.0,72.0,88.0,0.21477028975196716,0.6723582744852952,0.022792815992647073
347,33.0,8.0,12.0,31.0,62.0,19.0,60.0,53.0,0.21434374976974793,0.16110320299632358,0.41241847406250026
348,15.0,5.0,16.0,17.0,97.0,71.0,64.0,90.0,0.21488739900292247,0.5312067622242653,0.23974504556985288
349,29.0,10.0,31.0,20.0,72.0,93.0,95.0,99.0,0.21471898652638358,0.5168215315808827,0.23498798136029417
350,13.0,18.0,33.0,23.0,40.0,68.0,93.0,78.0,0.21486575590444384,0.479881815919117,0.2494143212683824
351,54.0,31.0,5.0,2.0,91.0,46.0,62.0,63.0,0.21437849998023698,0.3504573420772057,0.41995863709558817
352,20.0,21.0,30.0,19.0,58.0,82.0,94.0,87.0,0.21492333617435116,0.5308068850919119,0.22758648674632348
353,18.0,19.0,23.0,17.0,44.0,54.0,72.0,96.0,0.21485695562465296,0.4081147556985293,0.35186646604779404
354,24.0,5.0,5.0,23.0,88.0,35.0,51.0,93.0,0.214552132480578,0.26892371036764695,0.3672302645404409
355,4.0,18.0,22.0,36.0,52.0,38.0,51.0,80.0,0.21269213743634188,0.29071096110294126,0.33413390909926466
356,41.0,20.0,30.0,4.0,99.0,95.0,71.0,80.0,0.21494022646639613,0.6379773510661771,0.22771866875000005
357,15.0,40.0,7.0,29.0,81.0,83.0,99.0,55.0,0.2147341155470855,0.6097471888970583,0.07177994547794114
358,47.0,28.0,9.0,13.0,96.0,95.0,78.0,30.0,0.21494412460310905,0.6958699402757356,0.09943869185661758
359,18.0,20.0,12.0,11.0,80.0,92.0,80.0,94.0,0.2148393572274981,0.677635389191177,0.13336889891544124
360,4.0,0.0,25.0,34.0,89.0,51.0,91.0,89.0,0.21381555869003224,0.3857090193566181,0.2615500897977942
361,11.0,21.0,11.0,15.0,87.0,98.0,97.0,72.0,0.21489028507882446,0.6927875036029411,0.0892048373897059
362,0.0,8.0,24.0,21.0,86.0,41.0,75.0,93.0,0.21173277471169605,0.3130222946139703,0.39918545409926437
363,25.0,26.0,15.0,3.0,99.0,99.0,58.0,90.0,0.21465791577896676,0.7225946468566178,0.14527843281249994
364,14.0,35.0,2.0,24.0,49.0,59.0,93.0,79.0,0.2148784526602624,0.4444543051470596,0.2744460806250002
365,35.0,17.0,16.0,31.0,96.0,71.0,68.0,86.0,0.21476841588829892,0.5258959882169119,0.14349485148897054
366,57.0,8.0,2.0,23.0,74.0,69.0,52.0,88.0,0.21480907165560736,0.5170678389705882,0.21097125380514692
367,34.0,14.0,2.0,37.0,83.0,79.0,46.0,79.0,0.21467778876510626,0.5832333775367652,0.04124518696691179
368,2.0,19.0,30.0,7.0,91.0,67.0,100.0,57.0,0.2129221097653399,0.5022387295588241,0.33384903391544113
369,31.0,27.0,2.0,28.0,100.0,87.0,37.0,100.0,0.21473887082249016,0.6413267815257351,0.04611181832720589
370,5.0,17.0,24.0,32.0,47.0,53.0,70.0,99.0,0.21348775614361054,0.40046318479779425,0.26123751630514713
371,10.0,23.0,6.0,11.0,95.0,100.0,73.0,40.0,0.2145535710095215,0.7291254750183825,0.07916864229779415
372,20.0,18.0,13.0,36.0,70.0,57.0,85.0,100.0,0.2147599118410562,0.4299858035845581,0.20475457696691174
373,25.0,28.0,29.0,6.0,95.0,86.0,84.0,23.0,0.21488032844458202,0.6250171977205877,0.22570727511029398
374,21.0,20.0,19.0,16.0,90.0,80.0,77.0,63.0,0.2149548091100535,0.5940221688235289,0.1839603572426469
375,18.0,15.0,9.0,14.0,98.0,88.0,91.0,75.0,0.2148536376735111,0.6513701641360294,0.13872244768382344
376,12.0,28.0,19.0,1.0,89.0,95.0,78.0,97.0,0.21477043389668068,0.6976211772058822,0.18579241104779404
377,20.0,12.0,2.0,20.0,91.0,99.0,10.0,96.0,0.21466281168034024,0.7138660724816177,0.02886898387867647
378,16.0,33.0,9.0,34.0,91.0,95.0,79.0,95.0,0.21476856003049716,0.5744943723529412,0.0728561599264706
379,29.0,22.0,22.0,18.0,100.0,84.0,96.0,89.0,0.21491655193256995,0.5950151121139706,0.1691832262316177
380,42.0,8.0,6.0,18.0,82.0,22.0,67.0,30.0,0.21462422651440868,0.20952364979779403,0.4364320460294118
381,6.0,16.0,14.0,38.0,42.0,57.0,70.0,88.0,0.21393220087431417,0.429762373841912,0.1907843877573529
382,4.0,20.0,53.0,1.0,28.0,46.0,95.0,63.0,0.2119855293378036,0.3526665709558824,0.4461517230147058
383,3.0,5.0,20.0,23.0,79.0,58.0,83.0,99.0,0.21387629395157842,0.4370614886764699,0.2883583307536767
384,27.0,29.0,3.0,4.0,87.0,94.0,26.0,94.0,0.21462724947801984,0.692543913345589,0.1675262170588235
385,5.0,16.0,24.0,31.0,23.0,78.0,93.0,99.0,0.2134644004752251,0.4873068891544121,0.18381537759191163
386,19.0,21.0,9.0,8.0,80.0,93.0,64.0,81.0,0.21475674101276596,0.6854992576102935,0.14686882499999995
387,12.0,30.0,14.0,14.0,76.0,70.0,84.0,80.0,0.2148967790330585,0.5240464912499997,0.267642385827206
388,2.0,31.0,32.0,19.0,20.0,97.0,97.0,71.0,0.21062151116985112,0.5169591484926469,0.24223616889705882
389,0.0,33.0,6.0,15.0,60.0,87.0,38.0,54.0,0.2117323544240814,0.6448622134558821,0.13821563314338234
390,8.0,26.0,4.0,30.0,80.0,99.0,51.0,92.0,0.21455903759543687,0.6378455199448532,0.036339461911764695
391,28.0,48.0,2.0,4.0,53.0,85.0,34.0,96.0,0.21487715405953306,0.6310298162867648,0.231734005790441
392,10.0,23.0,17.0,15.0,93.0,89.0,69.0,59.0,0.21478874184809604,0.6464634746691176,0.13759443005514696
393,8.0,11.0,8.0,31.0,67.0,88.0,78.0,99.0,0.21460508305552034,0.6025374812683825,0.06559307093750001
394,3.0,47.0,1.0,9.0,26.0,84.0,89.0,17.0,0.21362771232091157,0.623929413125,0.2038715517095587
395,8.0,18.0,13.0,13.0,30.0,88.0,69.0,41.0,0.21473786211010817,0.6505304397977945,0.14698531694852937
396,26.0,4.0,21.0,12.0,90.0,27.0,77.0,68.0,0.21414723559341203,0.21400916218749969,0.4519822843933822
397,9.0,27.0,9.0,36.0,21.0,97.0,92.0,83.0,0.21449360071748108,0.560740337683824,0.07285396847426465
398,26.0,10.0,6.0,24.0,77.0,63.0,48.0,66.0,,0.0,0.0
399,0.0,1.0,27.0,32.0,27.0,40.0,88.0,92.0,0.21170041744676066,0.30521110597426454,0.3462562667095589
400,14.0,11.0,15.0,15.0,96.0,74.0,98.0,94.0,0.21492939905068373,0.5526765302022061,0.23273729224264683
401,24.0,25.0,21.0,0.0,96.0,99.0,88.0,98.0,0.21474074417062766,0.717108477591912,0.17349062593749995
402,2.0,28.0,15.0,22.0,95.0,94.0,54.0,97.0,0.21245447996786626,0.6165812996875008,0.11732753613970592
403,23.0,14.0,24.0,33.0,74.0,90.0,64.0,95.0,0.2147436263085101,0.4733287234558821,0.18373841762867651
404,40.0,31.0,6.0,10.0,73.0,50.0,29.0,79.0,0.21488667749605986,0.38034539011029395,0.22189371724264723
405,12.0,17.0,18.0,11.0,97.0,95.0,94.0,97.0,0.2148641689154664,0.6720078340441176,0.1404404639705882
406,23.0,4.0,20.0,25.0,78.0,30.0,96.0,84.0,0.21437232453290278,0.23356430656249988,0.42630924897058814
407,27.0,1.0,23.0,21.0,97.0,13.0,85.0,76.0,0.21381898752700304,0.1172045576286764,0.45574132136029416
408,26.0,44.0,3.0,2.0,72.0,88.0,23.0,43.0,0.2148030155658348,0.6517701289338234,0.17559940329044124
409,3.0,13.0,8.0,32.0,57.0,96.0,13.0,82.0,0.2135721069489022,0.5956448175919116,0.0654295086397059
410,25.0,21.0,3.0,27.0,88.0,69.0,46.0,83.0,0.2148439729216028,0.516966774356618,0.18183799354779404
411,18.0,14.0,7.0,15.0,97.0,89.0,42.0,82.0,0.21480142950351333,0.658235830238971,0.12389456531249997
412,34.0,8.0,29.0,27.0,63.0,70.0,95.0,85.0,0.2149153972106668,0.4798865494669115,0.22047758106617635
413,2.0,29.0,33.0,25.0,65.0,91.0,84.0,89.0,0.2095241836741375,0.4665060955147057,0.24929441071691202
414,21.0,4.0,40.0,13.0,78.0,95.0,89.0,63.0,0.214900098316795,0.5053318599080886,0.2978306481985293
415,42.0,2.0,5.0,36.0,96.0,91.0,20.0,83.0,0.21480532260738758,0.5888959064889704,0.043557408897058836
416,21.0,10.0,23.0,23.0,99.0,46.0,100.0,95.0,0.21479768072204242,0.34944055715073513,0.36331949852941187
417,5.0,21.0,6.0,39.0,70.0,75.0,100.0,96.0,0.2136108850766763,0.5500771544117653,0.06141347051470585
418,42.0,27.0,9.0,18.0,95.0,81.0,28.0,46.0,0.2148641689154664,0.6026722928308825,0.15998894685661777
419,5.0,6.0,31.0,49.0,22.0,60.0,98.0,80.0,0.21240427702562326,0.3172082935294118,0.23556377954044116
420,20.0,23.0,14.0,7.0,80.0,93.0,83.0,95.0,0.21475746164733736,0.6847741848529417,0.15529236365808827
421,21.0,23.0,23.0,22.0,95.0,98.0,99.0,99.0,0.21493907149007857,0.559529837463235,0.1763133442463236
422,23.0,18.0,18.0,0.0,95.0,82.0,76.0,100.0,0.21477374927849444,0.6094842272242644,0.28119280055147033
423,24.0,13.0,15.0,25.0,93.0,95.0,65.0,95.0,0.21486229341326213,0.5952794761397063,0.11728546200367651
424,7.0,25.0,23.0,24.0,41.0,96.0,87.0,98.0,0.21422751899762946,0.5449680721323531,0.1764422829411765
425,29.0,9.0,7.0,14.0,98.0,36.0,30.0,52.0,0.2148203195855042,0.29147705621323505,0.24234503512867633
426,18.0,22.0,19.0,15.0,94.0,78.0,98.0,94.0,0.2148483003149542,0.5807789807904415,0.2044697893382354
427,6.0,25.0,32.0,18.0,25.0,91.0,100.0,76.0,0.21393048462608627,0.5241202957536762,0.2421818235294119
428,30.0,46.0,9.0,10.0,82.0,88.0,98.0,46.0,0.21486229341326213,0.6516073556066172,0.16776709005514706
429,24.0,2.0,22.0,20.0,90.0,31.0,80.0,90.0,0.2144931693979914,0.2415621981617646,0.43791856838235277
430,36.0,34.0,11.0,9.0,92.0,77.0,23.0,32.0,0.21490226312230154,0.5742786561397063,0.17610551680147063
431,29.0,26.0,3.0,18.0,98.0,81.0,22.0,90.0,0.21488783190936567,0.6028043874264704,0.15465441867647053
432,29.0,28.0,15.0,15.0,76.0,84.0,49.0,38.0,0.2149048609464813,0.6226920906985289,0.16145136426470602
433,6.0,4.0,13.0,53.0,30.0,65.0,23.0,99.0,0.214143509611363,0.4229639381801473,0.10856398761029405
434,28.0,0.0,12.0,36.0,55.0,46.0,58.0,82.0,0.21484123232930866,0.3494367880698528,0.28218214992647067
435,18.0,15.0,0.0,21.0,82.0,85.0,4.0,100.0,0.21469665710595617,0.6310417369485297,0.03629905349264704
436,2.0,1.0,21.0,31.0,50.0,54.0,83.0,83.0,0.21325982977866964,0.4079270888419114,0.2610699217463234
437,21.0,28.0,17.0,16.0,99.0,83.0,59.0,57.0,0.21488725470116235,0.614496802444853,0.16267685330882353
438,2.0,82.0,1.0,7.0,68.0,79.0,63.0,97.0,0.20987666466627972,0.5886735286029409,0.25373539492647046
439,19.0,15.0,18.0,9.0,80.0,97.0,80.0,56.0,,0.0,0.0
440,17.0,13.0,17.0,25.0,99.0,80.0,77.0,98.0,,0.0,0.0
441,8.0,23.0,16.0,14.0,86.0,93.0,62.0,83.0,0.21471005420086933,0.6647592957720591,0.1262048588419118
442,37.0,7.0,26.0,5.0,100.0,34.0,80.0,71.0,0.21407202453265403,0.26522866077205876,0.4536721636213233
443,4.0,29.0,25.0,0.0,35.0,90.0,75.0,47.0,0.2139470761791994,0.6635414327941183,0.22803317099264717
444,5.0,22.0,44.0,4.0,34.0,55.0,66.0,18.0,0.21331939646609757,0.4211691372794117,0.41193287170955883
445,3.0,2.0,48.0,36.0,54.0,47.0,74.0,68.0,0.21077702951932298,0.28200473858455877,0.35024215191176467
446,5.0,21.0,25.0,4.0,18.0,55.0,83.0,63.0,0.21376513891393947,0.41590438185661766,0.4118411855698527
447,26.0,14.0,39.0,6.0,86.0,47.0,95.0,39.0,0.2143424576238263,0.35918968582720556,0.4321568152573533
448,22.0,13.0,1.0,30.0,81.0,98.0,89.0,85.0,0.21476524480888912,0.6585905657352942,0.015485199062500012
449,13.0,8.0,32.0,31.0,95.0,56.0,92.0,91.0,0.2147325305020849,0.4152972910477936,0.2547565629411766
450,14.0,36.0,4.0,32.0,72.0,100.0,43.0,88.0,0.21471884245072034,0.6239997113602936,0.0362342770772059
451,18.0,18.0,5.0,7.0,98.0,98.0,80.0,90.0,0.214689166985905,0.7189145858823525,0.11945603527573524
452,17.0,38.0,0.0,8.0,27.0,65.0,33.0,13.0,0.21486965134041733,0.5107243270588234,0.26939046731617655
453,25.0,10.0,8.0,16.0,75.0,68.0,30.0,56.0,0.21485392618693366,0.509786167573529,0.22640201970588245
454,27.0,8.0,32.0,30.0,98.0,81.0,97.0,95.0,0.2147364211088586,0.437306393529412,0.2420278156617647
455,36.0,4.0,17.0,16.0,99.0,84.0,69.0,70.0,0.21486099500783906,0.6204006424816173,0.15647709374999996
456,9.0,14.0,20.0,16.0,72.0,77.0,45.0,56.0,0.2147518408259356,0.5732599429227943,0.20477762998161766
457,25.0,22.0,30.0,10.0,84.0,97.0,93.0,87.0,0.2149470122029449,0.5955868782352944,0.2276822924632352
